claim_id,case_id,method,source_field,claim_type_cn,claim_text,prefilter_status,candidate_rank,evidence_ref,evidence_type,evidence_text,source_names,retrieval_score,prefilter_score,prefilter_quality,token_recall,token_jaccard,character_bigram_recall,reference_match,source_match,entity_match,disease_match,relation_match
CASE_BKL_001__kg_rag__risk_warning__002,CASE_BKL_001,kg_rag,risk_warning,风险医学陈述,仅凭外观描述无法完全排除恶性黑色素瘤或其他皮肤恶性肿瘤，尤其是当皮损表现不典型时。,candidate_generated,1,PATH_TRI_055,ranked_kg_evidence_path,"良性角化样病变 → 表现为 → 边界清楚的扁平色素斑
日光性黑子是常见的良性扁平色素性皮损，多见于日光暴露皮肤。",DermNet - Solar Lentigo,2.5,0.136551,weak,0.214286,0.119048,0.135135,False,False,False,False,False
CASE_BKL_001__kg_rag__risk_warning__002,CASE_BKL_001,kg_rag,risk_warning,风险医学陈述,仅凭外观描述无法完全排除恶性黑色素瘤或其他皮肤恶性肿瘤，尤其是当皮损表现不典型时。,candidate_generated,2,PATH_TRI_054,ranked_kg_evidence_path,"良性角化样病变 → 表现为 → 贴附样丘疹或斑块
脂溢性角化病常呈贴附在皮肤表面的外观。",DermNet - Seborrhoeic Keratosis,4.34,0.098039,weak,0.157143,0.094828,0.081081,False,False,False,False,False
CASE_BKL_001__kg_rag__risk_warning__002,CASE_BKL_001,kg_rag,risk_warning,风险医学陈述,仅凭外观描述无法完全排除恶性黑色素瘤或其他皮肤恶性肿瘤，尤其是当皮损表现不典型时。,candidate_generated,3,PATH_TRI_056,ranked_kg_evidence_path,"良性角化样病变 → 表现为 → 粟丘疹样囊肿
脂溢性角化病皮肤镜下可见粟丘疹样囊肿。",DermNet - Dermoscopy of Seborrhoeic Keratosis,2.5,0.07134,weak,0.114286,0.074074,0.054054,False,False,False,False,False
CASE_BKL_001__kg_rag__medical_advice__001,CASE_BKL_001,kg_rag,medical_advice,医疗建议,建议前往皮肤科就诊，由专业医生进行肉眼视诊及皮肤镜检查以明确诊断。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__medical_advice__002,CASE_BKL_001,kg_rag,medical_advice,医疗建议,若医生认为有必要，可能会建议进行皮肤活检以获取病理学确诊依据。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__medical_advice__003,CASE_BKL_001,kg_rag,medical_advice,医疗建议,建议定期观察皮损变化，记录大小、颜色、形状的改变情况，以便复诊时提供详细信息。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__evidence_gap__001,CASE_BKL_001,kg_rag,evidence_gap,证据缺口说明,缺乏患者年龄信息，因为某些良性角化性病变（如脂溢性角化病）与年龄增长密切相关。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__evidence_gap__002,CASE_BKL_001,kg_rag,evidence_gap,证据缺口说明,缺乏皮损持续时间及变化速度的信息，无法评估其稳定性。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__evidence_gap__003,CASE_BKL_001,kg_rag,evidence_gap,证据缺口说明,缺乏皮肤镜检查结果或组织病理学证据，目前仅基于形态学描述进行推断。,not_applicable,,,,,,,,,,,,,,,,
CASE_BKL_001__kg_rag__evidence_gap__004,CASE_BKL_001,kg_rag,evidence_gap,证据缺口说明,用户未提及是否有瘙痒、疼痛等自觉症状，这可能有助于鉴别诊断。,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__observation_match__001,CASE_DF_001,llm,observation_match,观察匹配陈述,用户描述的小腿部位棕褐色小结节与皮肤纤维瘤的好发部位及颜色特征相符,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__observation_match__002,CASE_DF_001,llm,observation_match,观察匹配陈述,质地较硬符合皮肤纤维瘤常见的纤维化触感,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__observation_match__003,CASE_DF_001,llm,observation_match,观察匹配陈述,按压两侧中央出现凹陷（酒窝征）是皮肤纤维瘤具有较高特异性的临床体征,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__supporting_evidence__001,CASE_DF_001,llm,supporting_evidence,支持性医学陈述,根据一般医学知识，皮肤纤维瘤是一种常见的良性真皮结节，常表现为坚硬的丘疹或结节,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__supporting_evidence__002,CASE_DF_001,llm,supporting_evidence,支持性医学陈述,酒窝征（Dimple sign）是指横向挤压皮损时中央出现凹陷，这是由于肿瘤周围胶原纤维束的牵拉所致，是辅助识别皮肤纤维瘤的典型物理检查发现,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__supporting_evidence__003,CASE_DF_001,llm,supporting_evidence,支持性医学陈述,此类病变多见于四肢伸侧，尤其是小腿，颜色可从粉红、红褐到深褐色不等,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__differential_diagnosis__001,CASE_DF_001,llm,differential_diagnosis,鉴别诊断陈述,色素痣：通常表面光滑，缺乏酒窝征，质地相对较软,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__differential_diagnosis__002,CASE_DF_001,llm,differential_diagnosis,鉴别诊断陈述,瘢痕疙瘩或增生性瘢痕：常有外伤或手术史，形态可能不规则，通常无酒窝征,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__differential_diagnosis__003,CASE_DF_001,llm,differential_diagnosis,鉴别诊断陈述,基底细胞癌：虽较少见于小腿，但需排除，通常伴有溃疡或珍珠样边缘,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__differential_diagnosis__004,CASE_DF_001,llm,differential_diagnosis,鉴别诊断陈述,黑色素瘤：若结节颜色不均、边界不清或快速变化，需高度警惕恶性可能,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__risk_warning__001,CASE_DF_001,llm,risk_warning,风险医学陈述,虽然皮肤纤维瘤多为良性，但任何新出现或发生变化的色素性皮损均需排除恶性肿瘤,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__risk_warning__002,CASE_DF_001,llm,risk_warning,风险医学陈述,若结节出现快速增大、破溃、出血、疼痛或颜色显著改变，应立即就医,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__risk_warning__003,CASE_DF_001,llm,risk_warning,风险医学陈述,自行挤压或刺激可能导致感染或炎症反应,no_external_evidence,,,,,,,,,,,,,,,,
CASE_DF_001__llm__medical_advice__001,CASE_DF_001,llm,medical_advice,医疗建议,建议前往皮肤科进行专业面诊，医生可通过视诊和触诊进一步确认,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__medical_advice__002,CASE_DF_001,llm,medical_advice,医疗建议,如有必要，医生可能会建议进行皮肤镜检查以观察微观结构,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__medical_advice__003,CASE_DF_001,llm,medical_advice,医疗建议,若诊断不明确或出于美容需求，可咨询医生关于手术切除及病理活检的可能性,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__medical_advice__004,CASE_DF_001,llm,medical_advice,医疗建议,日常注意观察皮损大小、形状及颜色的变化，并拍照记录以便对比,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__evidence_gap__001,CASE_DF_001,llm,evidence_gap,证据缺口说明,本方法未接入外部可追溯证据，所有解释基于模型内部训练的一般医学知识,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__evidence_gap__002,CASE_DF_001,llm,evidence_gap,证据缺口说明,缺乏患者的年龄、性别、既往病史、皮损持续时间及变化速度等关键临床信息,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__evidence_gap__003,CASE_DF_001,llm,evidence_gap,证据缺口说明,缺乏皮肤镜图像或组织病理学检查结果，无法进行确诊,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__llm__evidence_gap__004,CASE_DF_001,llm,evidence_gap,证据缺口说明,纯 LLM 基线未接入外部检索证据，回答中的医学内容不具备本次运行级别的来源追溯能力。,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__observation_match__001,CASE_DF_001,rag,observation_match,观察匹配陈述,用户观察到的小腿部位棕褐色硬结与皮肤纤维瘤的好发部位及形态特征相符,candidate_generated,1,DOC_0071,retrieved_text_document,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,DermNet - Dermatofibroma,35.353538,0.249211,weak,0.213115,0.158537,0.16129,False,False,False,True,False
CASE_DF_001__rag__observation_match__001,CASE_DF_001,rag,observation_match,观察匹配陈述,用户观察到的小腿部位棕褐色硬结与皮肤纤维瘤的好发部位及形态特征相符,candidate_generated,2,DOC_0075,retrieved_text_document,皮肤纤维瘤有时可出现瘙痒。,DermNet - Dermatofibroma,31.329134,0.208823,weak,0.147541,0.12,0.129032,False,False,False,True,False
CASE_DF_001__rag__observation_match__001,CASE_DF_001,rag,observation_match,观察匹配陈述,用户观察到的小腿部位棕褐色硬结与皮肤纤维瘤的好发部位及形态特征相符,candidate_generated,3,DOC_0074,retrieved_text_document,皮肤纤维瘤有时可出现疼痛或触痛。,DermNet - Dermatofibroma,29.145517,0.207323,weak,0.147541,0.1125,0.129032,False,False,False,True,False
CASE_DF_001__rag__observation_match__002,CASE_DF_001,rag,observation_match,观察匹配陈述,用户描述的按压两侧中央凹陷现象符合皮肤纤维瘤特有的捏压凹陷征,candidate_generated,1,DOC_0075,retrieved_text_document,皮肤纤维瘤有时可出现瘙痒。,DermNet - Dermatofibroma,31.329134,0.243386,weak,0.203704,0.166667,0.142857,False,False,False,True,False
CASE_DF_001__rag__observation_match__002,CASE_DF_001,rag,observation_match,观察匹配陈述,用户描述的按压两侧中央凹陷现象符合皮肤纤维瘤特有的捏压凹陷征,candidate_generated,2,DOC_0074,retrieved_text_document,皮肤纤维瘤有时可出现疼痛或触痛。,DermNet - Dermatofibroma,29.145517,0.241039,weak,0.203704,0.15493,0.142857,False,False,False,True,False
CASE_DF_001__rag__observation_match__002,CASE_DF_001,rag,observation_match,观察匹配陈述,用户描述的按压两侧中央凹陷现象符合皮肤纤维瘤特有的捏压凹陷征,candidate_generated,3,DOC_0071,retrieved_text_document,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,DermNet - Dermatofibroma,35.353538,0.218023,weak,0.166667,0.113924,0.142857,False,False,False,True,False
CASE_DF_001__rag__supporting_evidence__001,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤,candidate_generated,1,DOC_0071,retrieved_text_document,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,DermNet - Dermatofibroma,35.353538,0.9,strong,1.0,1.0,1.0,False,False,False,True,False
CASE_DF_001__rag__supporting_evidence__001,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤,candidate_generated,2,DOC_0075,retrieved_text_document,皮肤纤维瘤有时可出现瘙痒。,DermNet - Dermatofibroma,31.329134,0.285488,weak,0.264706,0.1875,0.210526,False,False,False,True,False
CASE_DF_001__rag__supporting_evidence__001,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤,candidate_generated,3,DOC_0074,retrieved_text_document,皮肤纤维瘤有时可出现疼痛或触痛。,DermNet - Dermatofibroma,29.145517,0.28195,weak,0.264706,0.169811,0.210526,False,False,False,True,False
CASE_DF_001__rag__supporting_evidence__002,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征,candidate_generated,1,DOC_0068,retrieved_text_document,捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。,DermNet - Dermatofibroma,40.426898,0.8,strong,1.0,1.0,1.0,False,False,False,False,False
CASE_DF_001__rag__supporting_evidence__002,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征,candidate_generated,2,DOC_0075,retrieved_text_document,皮肤纤维瘤有时可出现瘙痒。,DermNet - Dermatofibroma,31.329134,0.196203,weak,0.3,0.204545,0.176471,False,False,False,False,False
CASE_DF_001__rag__supporting_evidence__002,CASE_DF_001,rag,supporting_evidence,支持性医学陈述,捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征,candidate_generated,3,DOC_0074,retrieved_text_document,皮肤纤维瘤有时可出现疼痛或触痛。,DermNet - Dermatofibroma,29.145517,0.192029,weak,0.3,0.183673,0.176471,False,False,False,False,False
CASE_DF_001__rag__differential_diagnosis__001,CASE_DF_001,rag,differential_diagnosis,鉴别诊断陈述,基底细胞癌：虽可出现中央凹陷或溃疡，但通常边缘呈卷曲样，与用户描述的捏压凹陷机制不同,candidate_generated,1,DOC_0025,retrieved_text_document,基底细胞癌可出现中央凹陷或溃疡，使边缘呈卷曲样。,DermNet - Basal Cell Carcinoma,28.960534,0.422421,moderate,0.549296,0.527027,0.486486,False,False,False,False,False
CASE_DF_001__rag__differential_diagnosis__001,CASE_DF_001,rag,differential_diagnosis,鉴别诊断陈述,基底细胞癌：虽可出现中央凹陷或溃疡，但通常边缘呈卷曲样，与用户描述的捏压凹陷机制不同,candidate_generated,2,DOC_0068,retrieved_text_document,捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。,DermNet - Dermatofibroma,40.426898,0.121599,weak,0.169014,0.134831,0.135135,False,False,False,False,False
CASE_DF_001__rag__differential_diagnosis__001,CASE_DF_001,rag,differential_diagnosis,鉴别诊断陈述,基底细胞癌：虽可出现中央凹陷或溃疡，但通常边缘呈卷曲样，与用户描述的捏压凹陷机制不同,candidate_generated,3,DOC_0074,retrieved_text_document,皮肤纤维瘤有时可出现疼痛或触痛。,DermNet - Dermatofibroma,29.145517,0.057517,weak,0.084507,0.064516,0.054054,False,False,False,False,False
CASE_DF_001__rag__medical_advice__001,CASE_DF_001,rag,medical_advice,医疗建议,建议前往皮肤科进行专业视诊或皮肤镜检查以明确性质,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__medical_advice__002,CASE_DF_001,rag,medical_advice,医疗建议,观察结节是否有快速增大、破溃、出血或颜色显著变化,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__medical_advice__003,CASE_DF_001,rag,medical_advice,医疗建议,记录结节的大小变化及是否出现瘙痒或疼痛症状,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__evidence_gap__001,CASE_DF_001,rag,evidence_gap,证据缺口说明,检索文本未提供关于结节具体大小、存在时长及生长速度的信息,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__evidence_gap__002,CASE_DF_001,rag,evidence_gap,证据缺口说明,检索文本未涵盖除瘙痒和疼痛外的其他潜在伴随症状,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__rag__evidence_gap__003,CASE_DF_001,rag,evidence_gap,证据缺口说明,缺乏组织病理学检查结果作为确诊依据,not_applicable,,,,,,,,,,,,,,,,
CASE_DF_001__kg_rag__observation_match__001,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户观察到的部位“小腿”与知识图谱中皮肤纤维瘤常见于“下肢”的分布特征相符。,candidate_generated,1,PATH_TRI_074,ranked_kg_evidence_path,"皮肤纤维瘤 → 常见于 → 下肢
皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。",DermNet - Dermatofibroma,3.84,0.597781,strong,0.333333,0.25974,0.3125,False,False,True,True,True
CASE_DF_001__kg_rag__observation_match__001,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户观察到的部位“小腿”与知识图谱中皮肤纤维瘤常见于“下肢”的分布特征相符。,candidate_generated,2,PATH_TRI_081_TRI_013,ranked_kg_evidence_path,"皮肤纤维瘤 → 鉴别诊断 → 黑色素瘤 → 常见于 → 下肢
皮肤纤维瘤有时可能被误认为隆突性皮肤纤维肉瘤或硬化性黑色素瘤。
黑色素瘤可发生在身体任何部位，男性常见于背部，女性常见于腿部。",DermNet - Dermatofibroma；DermNet - Melanoma,3.39,0.584079,strong,0.35,0.157895,0.3125,False,False,True,True,True
CASE_DF_001__kg_rag__observation_match__001,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户观察到的部位“小腿”与知识图谱中皮肤纤维瘤常见于“下肢”的分布特征相符。,candidate_generated,3,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.450271,moderate,0.233333,0.12844,0.15625,False,False,True,True,False
CASE_DF_001__kg_rag__observation_match__002,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“质地较硬”与皮肤纤维瘤表现为“坚实丘疹或结节”的特征一致。,candidate_generated,1,PATH_TRI_070,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 坚实丘疹或结节
皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。",DermNet - Dermatofibroma,2.5,0.740113,strong,0.518519,0.430769,0.482759,False,False,True,True,True
CASE_DF_001__kg_rag__observation_match__002,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“质地较硬”与皮肤纤维瘤表现为“坚实丘疹或结节”的特征一致。,candidate_generated,2,PATH_TRI_071,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 捏压凹陷征
捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。",DermNet - Dermatofibroma,2.5,0.547849,moderate,0.277778,0.192308,0.241379,False,False,True,True,True
CASE_DF_001__kg_rag__observation_match__002,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“质地较硬”与皮肤纤维瘤表现为“坚实丘疹或结节”的特征一致。,candidate_generated,3,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.538799,moderate,0.277778,0.147059,0.241379,False,False,True,True,True
CASE_DF_001__kg_rag__observation_match__003,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“按压两侧时中央可出现凹陷”与皮肤纤维瘤特有的“捏压凹陷征”高度吻合。,candidate_generated,1,PATH_TRI_071,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 捏压凹陷征
捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。",DermNet - Dermatofibroma,2.5,0.600901,strong,0.416667,0.337838,0.333333,False,False,True,True,False
CASE_DF_001__kg_rag__observation_match__003,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“按压两侧时中央可出现凹陷”与皮肤纤维瘤特有的“捏压凹陷征”高度吻合。,candidate_generated,2,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.449324,moderate,0.233333,0.12844,0.151515,False,False,True,True,False
CASE_DF_001__kg_rag__observation_match__003,CASE_DF_001,kg_rag,observation_match,观察匹配陈述,用户描述的“按压两侧时中央可出现凹陷”与皮肤纤维瘤特有的“捏压凹陷征”高度吻合。,candidate_generated,3,PATH_TRI_070,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 坚实丘疹或结节
皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。",DermNet - Dermatofibroma,2.5,0.422576,moderate,0.183333,0.125,0.121212,False,False,True,True,False
CASE_DF_001__kg_rag__supporting_evidence__001,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,candidate_generated,1,PATH_TRI_074,ranked_kg_evidence_path,"皮肤纤维瘤 → 常见于 → 下肢
皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。",DermNet - Dermatofibroma,3.84,0.962919,strong,0.829268,0.772727,0.633333,False,False,True,True,True
CASE_DF_001__kg_rag__supporting_evidence__001,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,candidate_generated,2,PATH_TRI_081_TRI_013,ranked_kg_evidence_path,"皮肤纤维瘤 → 鉴别诊断 → 黑色素瘤 → 常见于 → 下肢
皮肤纤维瘤有时可能被误认为隆突性皮肤纤维肉瘤或硬化性黑色素瘤。
黑色素瘤可发生在身体任何部位，男性常见于背部，女性常见于腿部。",DermNet - Dermatofibroma；DermNet - Melanoma,3.39,0.572988,strong,0.390244,0.134454,0.2,False,False,True,True,True
CASE_DF_001__kg_rag__supporting_evidence__001,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。,candidate_generated,3,PATH_TRI_070,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 坚实丘疹或结节
皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。",DermNet - Dermatofibroma,2.5,0.532495,moderate,0.365854,0.230769,0.2,False,False,True,True,False
CASE_DF_001__kg_rag__supporting_evidence__002,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。,candidate_generated,1,PATH_TRI_070,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 坚实丘疹或结节
皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。",DermNet - Dermatofibroma,2.5,0.979662,strong,0.844444,0.826087,0.633333,False,False,True,True,True
CASE_DF_001__kg_rag__supporting_evidence__002,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。,candidate_generated,2,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.567005,strong,0.355556,0.173913,0.2,False,False,True,True,True
CASE_DF_001__kg_rag__supporting_evidence__002,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。,candidate_generated,3,PATH_TRI_071,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 捏压凹陷征
捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。",DermNet - Dermatofibroma,2.5,0.554444,strong,0.311111,0.2,0.2,False,False,True,True,True
CASE_DF_001__kg_rag__supporting_evidence__003,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征，这是该病的典型体征。,candidate_generated,1,PATH_TRI_071,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 捏压凹陷征
捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征。",DermNet - Dermatofibroma,2.5,0.615081,strong,0.566038,0.483871,0.459459,False,False,True,False,False
CASE_DF_001__kg_rag__supporting_evidence__003,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征，这是该病的典型体征。,candidate_generated,2,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.07108,weak,0.132075,0.06422,0.027027,False,False,False,False,False
CASE_DF_001__kg_rag__supporting_evidence__003,CASE_DF_001,kg_rag,supporting_evidence,支持性医学陈述,根据DermNet资料，捏压皮损时，表面皮肤可出现凹陷，即捏压凹陷征，这是该病的典型体征。,candidate_generated,3,PATH_TRI_070,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 坚实丘疹或结节
皮肤纤维瘤通常表现为单发、坚实的丘疹或结节。",DermNet - Dermatofibroma,2.5,0.064642,weak,0.113208,0.069767,0.027027,False,False,False,False,False
CASE_DF_001__kg_rag__differential_diagnosis__001,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,黑色素瘤：虽然较少见，但硬化性黑色素瘤可能在形态上与皮肤纤维瘤混淆，且也可发生于腿部。,candidate_generated,1,PATH_TRI_081_TRI_013,ranked_kg_evidence_path,"皮肤纤维瘤 → 鉴别诊断 → 黑色素瘤 → 常见于 → 下肢
皮肤纤维瘤有时可能被误认为隆突性皮肤纤维肉瘤或硬化性黑色素瘤。
黑色素瘤可发生在身体任何部位，男性常见于背部，女性常见于腿部。",DermNet - Dermatofibroma；DermNet - Melanoma,3.39,0.671504,strong,0.553846,0.292683,0.457143,False,False,True,True,False
CASE_DF_001__kg_rag__differential_diagnosis__001,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,黑色素瘤：虽然较少见，但硬化性黑色素瘤可能在形态上与皮肤纤维瘤混淆，且也可发生于腿部。,candidate_generated,2,PATH_TRI_074,ranked_kg_evidence_path,"皮肤纤维瘤 → 常见于 → 下肢
皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。",DermNet - Dermatofibroma,3.84,0.432071,moderate,0.2,0.146067,0.114286,False,False,True,True,False
CASE_DF_001__kg_rag__differential_diagnosis__001,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,黑色素瘤：虽然较少见，但硬化性黑色素瘤可能在形态上与皮肤纤维瘤混淆，且也可发生于腿部。,candidate_generated,3,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.43118,moderate,0.2,0.113043,0.142857,False,False,True,True,False
CASE_DF_001__kg_rag__differential_diagnosis__002,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,隆突性皮肤纤维肉瘤：在鉴别诊断中提及，需排除此类低度恶性软组织肿瘤。,candidate_generated,1,PATH_TRI_081_TRI_013,ranked_kg_evidence_path,"皮肤纤维瘤 → 鉴别诊断 → 黑色素瘤 → 常见于 → 下肢
皮肤纤维瘤有时可能被误认为隆突性皮肤纤维肉瘤或硬化性黑色素瘤。
黑色素瘤可发生在身体任何部位，男性常见于背部，女性常见于腿部。",DermNet - Dermatofibroma；DermNet - Melanoma,3.39,0.338454,moderate,0.438596,0.198413,0.366667,False,False,False,False,True
CASE_DF_001__kg_rag__differential_diagnosis__002,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,隆突性皮肤纤维肉瘤：在鉴别诊断中提及，需排除此类低度恶性软组织肿瘤。,candidate_generated,2,PATH_TRI_074,ranked_kg_evidence_path,"皮肤纤维瘤 → 常见于 → 下肢
皮肤纤维瘤是常见良性纤维性结节，通常见于小腿皮肤。",DermNet - Dermatofibroma,3.84,0.104334,weak,0.157895,0.105882,0.1,False,False,False,False,False
CASE_DF_001__kg_rag__differential_diagnosis__002,CASE_DF_001,kg_rag,differential_diagnosis,鉴别诊断陈述,隆突性皮肤纤维肉瘤：在鉴别诊断中提及，需排除此类低度恶性软组织肿瘤。,candidate_generated,3,PATH_TRI_072,ranked_kg_evidence_path,"皮肤纤维瘤 → 表现为 → 中央白色瘢痕样区域
皮肤纤维瘤最常见的皮肤镜模式是中央白色区域伴周围淡色素网。",DermNet - Dermatofibroma,2.5,0.099374,weak,0.157895,0.081081,0.1,False,False,False,False,False
