claim_id,case_id,method,global_claim_index,source_field,field_claim_index,claim_type,claim_type_cn,claim_scope,evidence_required,included_in_core_consistency,claim_text,is_duplicate,duplicate_of_claim_id,allowed_evidence_type,allowed_evidence_count,allowed_evidence_refs,allowed_source_names,output_sources
CASE_AKIEC_001__rag__risk_warning__001,CASE_AKIEC_001,rag,10,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,光化性角化病被视为癌前病变，有发展为侵袭性鳞状细胞癌的风险,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__risk_warning__002,CASE_AKIEC_001,rag,11,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,长期日晒损伤是主要风险因素，需注意防晒以避免病情进展或新发皮损,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__medical_advice__001,CASE_AKIEC_001,rag,12,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议前往皮肤科进行专业皮肤镜检查或活检以明确诊断,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__medical_advice__002,CASE_AKIEC_001,rag,13,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,建议记录皮损的大小、颜色变化及是否出现出血或溃疡,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__medical_advice__003,CASE_AKIEC_001,rag,14,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,建议咨询医生关于适当的防晒措施以保护受损皮肤,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__evidence_gap__001,CASE_AKIEC_001,rag,15,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供关于患者年龄、免疫状态或具体日晒历史的信息,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__evidence_gap__002,CASE_AKIEC_001,rag,16,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未包含确诊所需的组织病理学检查标准,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__evidence_gap__003,CASE_AKIEC_001,rag,17,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提及具体的治疗选项或预后数据,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__kg_rag__observation_match__001,CASE_AKIEC_001,kg_rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'粗糙的红色鳞屑性斑片'与光化性角化病/表皮内癌的典型临床表现'粗糙鳞屑性斑片'及'红色或粉红色斑片/斑块'高度吻合。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__observation_match__002,CASE_AKIEC_001,kg_rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'表面角化明显'与该疾病可能出现的'白色或黄色角化性表面'特征相符。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__observation_match__003,CASE_AKIEC_001,kg_rag,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,病变位于'日晒部位'且'持续不消退'，符合该疾病由日光损伤引起且为慢性过程的病理背景。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__supporting_evidence__001,CASE_AKIEC_001,kg_rag,4,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,证据链 PATH_TRI_038 显示：光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损，表现为粗糙鳞屑性斑片（来源：DermNet - Actinic Keratosis）。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__supporting_evidence__002,CASE_AKIEC_001,kg_rag,5,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,证据链 PATH_TRI_040 显示：表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块（来源：DermNet - Intraepidermal Squamous Cell Carcinoma）。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__supporting_evidence__003,CASE_AKIEC_001,kg_rag,6,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,证据链 PATH_TRI_039 显示：光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面（来源：DermNet - Actinic Keratosis）。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__differential_diagnosis__001,CASE_AKIEC_001,kg_rag,7,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,需与其他表现为红斑鳞屑的疾病进行鉴别，如银屑病、脂溢性角化病、盘状红斑狼疮或浅表性基底细胞癌。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__differential_diagnosis__002,CASE_AKIEC_001,kg_rag,8,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,需排除接触性皮炎或其他炎症性皮肤病引起的继发性角化。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__risk_warning__001,CASE_AKIEC_001,kg_rag,9,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,光化性角化病被视为鳞状细胞癌的癌前病变，存在进展为浸润性鳞状细胞癌的风险。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__risk_warning__002,CASE_AKIEC_001,kg_rag,10,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,表皮内癌（原位鳞状细胞癌）若不及时干预，可能发展为侵袭性癌症。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__risk_warning__003,CASE_AKIEC_001,kg_rag,11,risk_warning,3,risk_claim,风险医学陈述,core_consistency,True,True,长期日晒是主要风险因素，提示皮肤已受到累积性光损伤。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__medical_advice__001,CASE_AKIEC_001,kg_rag,12,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议前往皮肤科就诊，由专业医生进行肉眼检查及皮肤镜检查以评估病变性质。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__medical_advice__002,CASE_AKIEC_001,kg_rag,13,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,如有必要，医生可能会建议进行皮肤活检以明确病理诊断，区分是光化性角化病还是表皮内癌。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__medical_advice__003,CASE_AKIEC_001,kg_rag,14,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,在确诊前，注意防晒，避免病变部位受到进一步的紫外线伤害。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__medical_advice__004,CASE_AKIEC_001,kg_rag,15,medical_advice,4,medical_advice,医疗建议,auxiliary_safety,False,False,记录病变的大小、颜色变化及是否有出血、溃疡等情况，以便就医时提供详细病史。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__evidence_gap__001,CASE_AKIEC_001,kg_rag,16,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏具体的皮肤病理学检查结果，无法从组织学层面确认是否存在异型角质形成细胞。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__evidence_gap__002,CASE_AKIEC_001,kg_rag,17,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未提供患者的年龄、免疫状态、既往皮肤癌病史或具体的日晒史细节。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__evidence_gap__003,CASE_AKIEC_001,kg_rag,18,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未提供皮肤镜下的具体图像或描述（如是否出现草莓样模式），仅凭肉眼观察难以完全排除其他相似病变。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_AKIEC_001__kg_rag__evidence_gap__004,CASE_AKIEC_001,kg_rag,19,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未说明病变的具体持续时间（仅知'持续不消退'），以及是否有疼痛、瘙痒或触痛等症状。,False,,ranked_kg_evidence_path,5,PATH_TRI_038；PATH_TRI_039；PATH_TRI_040；PATH_TRI_041；PATH_TRI_042,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy,DermNet - Actinic Keratosis；DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__llm__observation_match__001,CASE_BKL_001,llm,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'边界清楚的棕褐色隆起性斑块'符合良性角化性病变（如脂溢性角化病）的典型颜色与形态特征。,False,,none,0,,,
CASE_BKL_001__llm__observation_match__002,CASE_BKL_001,llm,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,'表面粗糙'对应此类病变常见的角化过度或疣状表面表现。,False,,none,0,,,
CASE_BKL_001__llm__observation_match__003,CASE_BKL_001,llm,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,'外观像贴在皮肤上一样'是脂溢性角化病极具特征性的临床描述，提示病变位于表皮且界限分明。,False,,none,0,,,
CASE_BKL_001__llm__observation_match__004,CASE_BKL_001,llm,4,observation_match,4,observation_alignment,观察匹配陈述,core_consistency,True,True,发病部位在'躯干部'，这是良性角化性病变的好发区域之一。,False,,none,0,,,
CASE_BKL_001__llm__supporting_evidence__001,CASE_BKL_001,llm,5,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据一般医学知识，脂溢性角化病是一种常见的良性表皮肿瘤，多见于中老年人，常表现为躯干、面部或四肢的褐色、黑色或肤色斑块。,False,,none,0,,,
CASE_BKL_001__llm__supporting_evidence__002,CASE_BKL_001,llm,6,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,此类病变通常生长缓慢，表面可呈蜡样、疣状或粗糙不平，基底常呈现'贴附'于皮肤的外观，一般无自觉症状或仅有轻微瘙痒。,False,,none,0,,,
CASE_BKL_001__llm__supporting_evidence__003,CASE_BKL_001,llm,7,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,良性角化性病变通常不具有侵袭性，不会发生远处转移，多数情况下无需特殊治疗，除非出于美容需求或受到摩擦刺激。,False,,none,0,,,
CASE_BKL_001__llm__differential_diagnosis__001,CASE_BKL_001,llm,8,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,色素痣：通常表面光滑，边界规则，但需通过皮肤镜鉴别。,False,,none,0,,,
CASE_BKL_001__llm__differential_diagnosis__002,CASE_BKL_001,llm,9,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,黑色素瘤：恶性皮肤肿瘤，可能表现为颜色不均、边界不规则、快速变化的皮损，需严格排除。,False,,none,0,,,
CASE_BKL_001__llm__differential_diagnosis__003,CASE_BKL_001,llm,10,differential_diagnosis,3,differential_claim,鉴别诊断陈述,core_consistency,True,True,扁平疣：由HPV感染引起，多见于面部和手背，表面扁平光滑，与本例粗糙外观略有不同。,False,,none,0,,,
CASE_BKL_001__llm__differential_diagnosis__004,CASE_BKL_001,llm,11,differential_diagnosis,4,differential_claim,鉴别诊断陈述,core_consistency,True,True,日光性角化病：癌前病变，多见于曝光部位，表面常有鳞屑，基底可能有红斑。,False,,none,0,,,
CASE_BKL_001__llm__risk_warning__001,CASE_BKL_001,llm,12,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,虽然描述特征倾向于良性，但任何新出现或发生变化的色素性皮损都应由专业医生评估以排除恶性可能。,False,,none,0,,,
CASE_BKL_001__llm__risk_warning__002,CASE_BKL_001,llm,13,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,若皮损出现快速增大、出血、溃疡、疼痛或颜色突然改变，应立即就医。,False,,none,0,,,
CASE_BKL_001__llm__risk_warning__003,CASE_BKL_001,llm,14,risk_warning,3,risk_claim,风险医学陈述,core_consistency,True,True,切勿自行抠抓、切割或使用腐蚀性物质处理皮损，以免引起感染或掩盖病情。,False,,none,0,,,
CASE_BKL_001__llm__medical_advice__001,CASE_BKL_001,llm,15,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议前往皮肤科进行面诊，医生可通过肉眼观察或皮肤镜检查进一步确认诊断。,False,,none,0,,,
CASE_BKL_001__llm__medical_advice__002,CASE_BKL_001,llm,16,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,记录皮损的大小、颜色变化及出现时间，以便就诊时提供详细病史。,False,,none,0,,,
CASE_BKL_001__llm__medical_advice__003,CASE_BKL_001,llm,17,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,若确诊为良性且无症状，通常只需定期观察；若有美观需求或摩擦不适，可咨询医生关于冷冻、激光或手术切除等非处方性治疗选项。,False,,none,0,,,
CASE_BKL_001__llm__evidence_gap__001,CASE_BKL_001,llm,18,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,本方法没有接入外部可追溯证据，所有解释基于模型内部的一般医学知识库。,False,,none,0,,,
CASE_BKL_001__llm__evidence_gap__002,CASE_BKL_001,llm,19,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏患者的年龄、性别、既往皮肤病史及家族史信息，这些因素影响疾病概率评估。,False,,none,0,,,
CASE_BKL_001__llm__evidence_gap__003,CASE_BKL_001,llm,20,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮肤镜检查结果或组织病理学检查报告，无法从微观结构上确诊。,False,,none,0,,,
CASE_BKL_001__llm__evidence_gap__004,CASE_BKL_001,llm,21,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未提供皮损的具体大小、数量、持续时间及是否有瘙痒或疼痛等主观症状。,False,,none,0,,,
CASE_BKL_001__llm__evidence_gap__005,CASE_BKL_001,llm,22,evidence_gap,5,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,纯 LLM 基线未接入外部检索证据，回答中的医学内容不具备本次运行级别的来源追溯能力。,False,,none,0,,,
CASE_BKL_001__rag__observation_match__001,CASE_BKL_001,rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的‘外观像贴在皮肤上一样’与脂溢性角化病的典型临床特征高度吻合,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__observation_match__002,CASE_BKL_001,rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的‘边界清楚’符合良性色素性皮损的一般特征,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__supporting_evidence__001,CASE_BKL_001,rag,3,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据检索到的证据，脂溢性角化病常呈贴附在皮肤表面的外观（来源：DOC_0051）,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__supporting_evidence__002,CASE_BKL_001,rag,4,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,良性色素性皮损通常表现为较规则、较清楚的边界（来源：DOC_0014）,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__differential_diagnosis__001,CASE_BKL_001,rag,5,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,扁平苔藓样角化病：可表现为小的炎性斑疹或薄的色素性斑块（来源：DOC_0055）,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__differential_diagnosis__002,CASE_BKL_001,rag,6,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,光化性角化病：虽常见于面部且表现为草莓样模式，但作为角化性病变需纳入鉴别（来源：DOC_0039）,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__risk_warning__001,CASE_BKL_001,rag,7,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,虽然临床表现倾向于良性，但任何新发或变化的色素性皮损均需排除恶性可能,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
CASE_BKL_001__rag__risk_warning__002,CASE_BKL_001,rag,8,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,仅凭外观描述无法完全确诊，需结合皮肤镜或病理检查确认,False,,retrieved_text_document,5,DOC_0051；DOC_0014；DOC_0084；DOC_0055；DOC_0039,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy,DermNet - Seborrhoeic Keratosis；DermNet - Benign Melanocytic Lesions；HAM10000 Scientific Data；DermNet - Lichenoid Keratosis；DermNet - Actinic Keratosis Dermoscopy
